prev_image,current_image,description_a,description_b,model_position
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000296.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000297.jpg,"""""""User is inside the elevator with the robot guide dog, actively interacting with the floor button panel. The user's hand is extended toward the elevator control panel on the left wall where a green illuminated button is visible. The elevator doors are open, and the user appears to be in the process of selecting their destination floor. The robot is positioned in front of the user on the elevator floor, monitoring the situation. This represents the floor selection phase of the elevator interaction task.""""""","""""""User is stationery by the left hand side of the door lwift. The robotic dogs task appears to be waiting at the door. The dog is stationary, scanning the area, and the path is free from obstruction and hazards. Task completed successfully.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000305.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000306.jpg,"""""""Robot is elevator. Elevator door is open user is on the left of robot. Robot is aligned to elevator door.""""""","""""""User and robot guide dog are inside elevator with doors fully open. The elevator has reached the destination floor (appears to be COM2 1st Storey based on visible signage outside). Robot is positioned at elevator threshold facing outward into hallway. Elevator control panel visible on left wall showing illuminated buttons. Clear path ahead into corridor. User appears ready to exit. Currently in elevator exiting phase - transition from riding to exiting the elevator.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000306.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000307.jpg,"""""""robot is in elevator. elevator doors are open. Robot is in line wit doors. user is on the left of robot, There are no obstructions in robots path.""""""","""""""User is inside elevator with robot guide dog, positioned near the elevator control panel. The elevator doors are fully open revealing a bright hallway with tiled floor and a door marked 'COM2 1ST STOREY' visible in the corridor. The user appears ready to exit the elevator. The robot is stationed inside the elevator. This represents the elevator exit phase where the user needs to navigate out into the corridor to complete the elevator task.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000307.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000308.jpg,"""""""Robot guide dog is exiting the elevator with user at destination floor. The elevator doors are fully open, revealing a hallway with 'COM2 1ST STOREY' signage visible. The robot is positioned at the elevator threshold, transitioning from inside the elevator to the exterior hallway. The user's hand is visible in the lower left, following the robot. The environment ahead is clear with tiled flooring and a pink door visible in the corridor. This represents the elevator exit phase of the comprehensive navigation task.""""""","""""""Two users' feet are seen; one seems to be interacting with the robot, having held its handle. The robot is facing an open door that may be leading to other rooms. No visible obstacles seen.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000001.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000002.jpg,"""""""Robot is in front of door. user is on the right of robot. There are no visible obstructions.""""""","""""""User with robot guide dog approaching a closed wooden door marked 'COM2 1ST STOREY'. The robot is positioned in front leading toward the door. Door has a visible handle on the right side. Environment is clear with tiled flooring. This appears to be the initial approach phase of the door interaction task.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000002.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000003.jpg,"""""""Robot facing door in the middle of the room. Users feet to the left.""""""","""""""User with robot guide dog is approaching a closed wooden door labeled 'COM2 1ST STOREY' with 'LIFT' signage visible. The robot is positioned in front of the user, facing the door with its handle visible on the right side. The hallway environment is clear with tiled flooring. This is the initial door approach phase before elevator interaction.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000019.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000020.jpg,"""""""Robot guide dog positioned in front of a wooden door marked 'PUSH' with visible chrome handle. A human hand is visible in lower right reaching toward/operating the door handle. The door appears to be in the process of opening. Robot is monitoring the door operation phase. Environment is an indoor hallway with clear tile flooring. Door interaction task is active and progressing through the opening phase.""""""","""""""A door is clearly seen; a user hand is also seen trying to guide the robot. The robot is placed near a closed door in a tiled hallway. The user hand pointing towards the door suggests an interaction cue for the robot. The environment is unobstructed, a safe setting for navigating or task execution.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000032.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000033.jpg,"""""""Robot guide dog positioned at open doorway in passage phase. Door is fully open with wooden door visible. Robot (blue device with sensor array) is navigating through the doorway. Another white robot visible in the room beyond the doorway. User appears to be in the process of passing through the open door, transitioning from one room to another. Door interaction is in progress but not yet completed.""""""","""""""The robot is moving towards a door that is ajar, it is not in line with the door and is slightly to the left of the door. The room the robot is going to go through has a dog that is leashed in the other side, this would cause an obstruction.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000046.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000047.jpg,"""""""The handler is not visable in the scene.It appears that the robotic dogs task is to enter the room with the real dog, however it's pathis obstructed by the door and someone standing in the doorway. The task is not compleed.""""""","""""""User (visible in lower left with mobility device) is approaching an automatic sliding glass door that is currently open. Guide dog (light-colored Labrador) is positioned ahead in harness, having already passed through the doorway into an interior lobby area with brown tile flooring. A blue utility cart with metal barrier is visible near the entrance. The door appears to be an automatic sliding type connecting an outdoor/entrance area to an interior space. Task is in early door approach phase with the robot dog leading the way through the open doorway.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000063.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000064.jpg,"""""""Initial frame showing a robotic guide dog (yellow Labrador) with accompanying robotic equipment positioned in a lobby area near restrooms. Multiple doors are visible including a door marked 'COM2 1ST STOREY' and accessible restroom facilities. The robot appears to be in a waiting/standby state. The environment is clear with brown tiled flooring. No active door or elevator interaction has begun yet. This appears to be the starting position before any navigation task commences.""""""","""""""The robot is placed in a hallway facing restroom doors, probably to guide the user to the restrooms. The robot is alongside a real guide dog. The robot appears stationary and aligned with the path, equipped with sensors and mounted components for navigation. The environment is clean and unobstructed.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000064.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000065.jpg,"""""""Initial frame showing robot guide dog (golden/yellow Labrador) with mounted robotic equipment in a hallway approaching elevator area. The environment shows elevator doors (marked 'COM2 1ST STOREY'), regular doors (brown/wood colored), and clear tiled flooring. The robot and guide dog are positioned in the foreground on white/light colored tiles, facing toward the elevator bank. The elevator doors appear closed, indicating the waiting phase before calling the elevator. No other people present, environment is clear and safe for navigation.""""""","""""""Robot is at the start of the middle of a room with toilets in front of the robot. There is a dog next to the robot on the left.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000088.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000089.jpg,"""""""Robot guide dog is actively guiding user through an open orange doorway. The door is fully open and the robot is positioned in the doorway/threshold area, leading the user from one tiled floor area to another. The robot appears to be in motion, navigating through the passage. The door operation phase has been completed successfully and the user is now in the passage phase of the door interaction task. No elevator interaction is currently active.""""""","""""""The robot is being handled by a person and is heading towards a door which is slightly open. To the right there is a man walking away and there is a yellow hazard sign in the middle of the corridor.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000101.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000102.jpg,"""""""user is holding robot. His feet are visible. robot is stationary.""""""","""""""User with robot guide dog is approaching a closed door marked 'COM2 1st STOREY'. The door appears to be a standard wood door with a handle visible. Another person is visible in the background near the door. The robot guide dog is visible in the lower portion of the frame on tiled flooring. The user is in the early approach phase of the door interaction task.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000110.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000111.jpg,"""""""Robot is in entering a room in the middle. User feet are too the left.""""""","""""""User with robot guide dog is positioned in a lobby area approaching elevator doors marked 'COM2 1ST STOREY'. The robot is centrally positioned on tiled floor, guiding the user toward the closed elevator doors. Another person is visible on the right side of the frame. The environment shows clear pathways with an open area to the left leading to outdoor stairs. Currently in the elevator approaching phase at the origin floor, with elevator doors closed and task just beginning.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000114.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000115.jpg,"""""""The dog and the user are near the door, with the user on right. There are no hazards visible.""""""","""""""User with robot guide dog is approaching a closed elevator in a corridor. The elevator is marked 'COM2 1ST STOREY' with closed wooden doors. A person on the right is gesturing/pointing, possibly providing guidance. The robot is positioned between the user and the elevator. The environment is a clear indoor corridor with tiled flooring. Task is in early elevator approach phase.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000127.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000128.jpg,"""""""The handler appears to be on the left hand side with only their feet visable. The robotic dogs task appears to be walking towards the closed door. The dog appears to be scanning the environment, and the path is free from hazards and obstructions. The task appears to still be in progress.""""""","""""""Initial frame showing robot guide dog in hallway approaching elevator area. Environment shows COM2 1ST STOREY signage and elevator doors ahead. A person's feet visible on right side. Robot is positioned in corridor facing toward closed elevator doors with call button panel visible on left wall. Task is in early elevator approach phase on origin floor.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000150.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000151.jpg,"""""""The robotic dog is placed in a hallway facing a wooden door in the background. A person stands near the door, while another one is visible in the foreground, possibly interacting with or guiding the robot. The robotic dog appears aligned with the path and equipped with sensors for navigation; no obstacles are in the present environment.""""""","""""""Initial frame showing user in pink shirt approaching a closed wooden door with silver handle. Robot guide dog is positioned in foreground on tiled floor. Door interaction task is beginning with user moving toward the door from indoor hallway position.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000161.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000162.jpg,"""""""Dog and user are right in front of the door. The dog seems to have successfully opened the door, as it is open.""""""","""""""Robot guide dog positioned in hallway approaching a wooden door on the right side. The robot is navigating along a tiled corridor with yellow walls. The door appears closed and the robot is in the initial approach phase of the door interaction task. No elevator or other people visible in frame.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000172.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/practice-pushdoor/000173.jpg,"""""""Initial frame showing a robotic platform with visible electronics and hardware components in an indoor tiled area. A guide dog and handler are visible in the background near what appears to be an escalator or moving walkway. The robot appears to be in a stationary position. No active door or elevator interaction is currently taking place - this appears to be a pre-task or setup scenario. The environment is clear with good visibility.""""""","""""""There is no user shown. Robot is stationary and facing towards the dog.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000005.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000006.jpg,"""""""Users hands in front controlling the robot. Robot is on the middle of the room. Users feet to the left.""""""","""""""User is controlling a robot guide dog in an indoor room with blue carpeting. A closed door is visible in the background. The user appears to be in the early stages of a door interaction task, positioned in the room with the robot guide dog ahead. The environment is clear with some equipment and furniture around. The door task has not yet progressed to handle searching or operation.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000023.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000024.jpg,"""""""Robot is facing the door. Users hand can be seen controlling the robot. Users feet to the left.""""""","""""""Initial frame showing user and quadruped robot guide dog positioned in an indoor room with blue flooring, facing a closed beige door with a visible handle. The robot is positioned between the user and the door, appearing to guide toward the door. The user is holding a leash/tether connected to the robot. Door task is active and in the approach phase, with the door currently closed and handle visible on the door.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000033.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000034.jpg,"""""""User's feet visible in left of frame. The dog is close to the door.""""""","""""""User and robot guide dog are positioned in front of a closed wooden door with a handle visible. The robot is positioned between the user (visible on left side) and the door. The environment appears to be an indoor hallway or room with blue carpeting. The door has a standard lever-style handle. This is the initial approach phase of the door interaction task, with the elevator interaction not yet initiated.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000046.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000047.jpg,"""""""Robot is heading out of one room into another. The users hands can be seen controlling it.""""""","""""""User is interacting with elevator call button panel using a blue adaptive device held in their hand. The robotic guide dog is positioned on a blue mat beside the user. An elevator call panel is visible on the wall to the right. The user appears to be in the process of pressing the call button to summon the elevator, marking the beginning of the elevator interaction sequence.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000071.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000072.jpg,"""""""The robotic dog is positioned near a user who is seated and only the legs can be seen. The floor of the room is blue in color, and the walls are beige. The robotic dog faces a taped path on the floor, suggesting a guidance task, while the user remains stationary. The environment includes desks and chairs, and there's another person standing near the wall, indicating a controlled testing space with no visible hazards.""""""","""""""Initial frame shows an indoor laboratory or classroom environment with a robot guide dog in the foreground. A person is visible in the background near some equipment. The robot appears to be in a stationary position on blue flooring marked with tape lines. No door or elevator interaction has begun yet. The environment is clear with another person present in the background, suggesting a training or testing scenario setup.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000082.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000083.jpg,"""""""The robot is in a room quite large but there are quite a few obstacles that could prove to be hazardous, There is a dog under a table to its right a swivel chair to the left and other bits on the floor in front of it by the wall. The handler is sttood in front of the robot but a distance away, he can easily guide the robot to the door in the corner to its right.""""""","""""""Initial frame showing an indoor room with blue flooring and white tape markings. A robot guide dog (quadruped robot with blue and white components) is positioned in the center foreground facing toward a closed wooden door visible in the background. A user in white shirt and blue shorts stands on the left side of the room holding what appears to be a control device. The door appears to be the target for the navigation task. Another person is resting on the right side. The environment is an office/meeting room setting with tables, chairs, and bags along the walls. Task is in early door approach phase with the door currently closed and the system preparing to guide the user toward it.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000118.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000119.jpg,"""""""User with quadruped robot guide dog is positioned in a room with blue flooring, approaching a closed beige door with a visible handle. The robot is positioned between the user and the door, appearing to guide toward the door. The user is holding what appears to be a control device in their right hand. The environment is clear with no obstacles. This is the initial approach phase of the door interaction task.""""""","""""""The handler i sbehind the robot dog with only the hand and controller visable. The robotic dog is stationary by the door, scanning the environment. There are no obsructions or hazards in its path. Task appears to be walking to the door, this is completed successfully.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000169.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000170.jpg,"""""""Initial frame showing robot guide dog in hotel corridor approaching a closed door on the left. Two people are visible in the background near the corridor. The robot is positioned in the center of the carpeted hallway, leading toward the door with visible handle. Task is in early door approach phase with clear environment and social context present.""""""","""""""Robot is in the middle of the room. User is stood in the corner of the right room with a phone in his hand. Whilst another user crouches down ahead of the robot.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000214.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000215.jpg,"""""""Initial frame showing user standing in a hallway with a robot guide dog on patterned carpet. A door is visible in the background. The user appears to be in a starting position before beginning any door or elevator interaction task. The environment is clear and no immediate interaction with doors or elevators is occurring.""""""","""""""The robot and its handler are in a corridor that narrows as you go further down, The handler appears to be at an awkward angle to control the robot with an outstretched hand grasping the handle of the robot. There is a workman in the corridor where the robot will pass, hit will have to wait until taht man moves.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000222.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000223.jpg,"""""""Initial frame showing a quadruped robot guide dog in a carpeted hallway with wood-trimmed walls. A user in blue and white striped clothing is visible on the right side of the frame, while another person can be seen kneeling in the background near the hallway. The robot appears to be in a ready position on the patterned carpet. The environment is a clear indoor corridor with closed doors visible on the left side. No active door or elevator interaction has begun yet - this appears to be the starting position before task initiation.""""""","""""""The user of the robot is guiding the robot down a corridor, he is to the right of the robot. The corridor will narrow  as the robot passes down. There is a workman crouching down in the narrow bit, he is in the way.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000226.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000227.jpg,"""""""Initial frame showing a robot guide dog system positioned in an indoor corridor with patterned carpet. A user is visible on the right side holding what appears to be a yellow folder or document. Another person is crouched down in the background near a yellow and brown wall structure. A closed door with a handle is visible on the left wall. The robot is stationary and appears to be in a waiting state before beginning any door or elevator interaction tasks. The environment is clear with adequate space for navigation.""""""","""""""Robot is in the middle of the room with control. No obstacles and users feet to the left.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000228.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000229.jpg,"""""""Initial frame showing robot guide dog in carpeted hallway with user standing nearby in striped shirt and blue shorts. A closed door is visible on the left wall. Another person is seated in the background. The robot appears to be in a ready/guiding position. Task has not yet begun - appears to be starting position before door or elevator interaction.""""""","""""""robot is passage. user is on the right side of robot. There is a person in front of robot.""""""",A
